关系ID,关系类型,起始节点ID,结束节点ID,关系属性
1767,ADJACENT_TO,527,526,"{""confidence"": 0.646}"
1768,ADJACENT_TO,528,526,"{""confidence"": 0.6080000000000001}"
1769,CONTAINS,527,528,"{""confidence"": 0.6119999999999846}"
1770,ADJACENT_TO,530,531,"{""confidence"": 0.6872802438446969}"
1771,ADJACENT_TO,530,532,"{""confidence"": 0.7139877485795455}"
1772,ADJACENT_TO,530,533,"{""confidence"": 0.46773510094026577}"
1773,ADJACENT_TO,530,534,"{""confidence"": 0.6248435654527559}"
1774,ADJACENT_TO,530,535,"{""confidence"": 0.5753687085176994}"
1775,ADJACENT_TO,530,536,"{""confidence"": 0.5445082609062017}"
1776,ADJACENT_TO,530,537,"{""confidence"": 0.3265341222426472}"
1777,ADJACENT_TO,538,530,"{""confidence"": 0.646}"
1778,ADJACENT_TO,539,530,"{""confidence"": 0.6080000000000001}"
1779,ADJACENT_TO,531,532,"{""confidence"": 0.5564134706439393}"
1780,ADJACENT_TO,531,533,"{""confidence"": 0.3101608230046596}"
1781,ADJACENT_TO,531,534,"{""confidence"": 0.4672692875171497}"
1782,ADJACENT_TO,531,535,"{""confidence"": 0.4177944305820932}"
1783,ADJACENT_TO,531,536,"{""confidence"": 0.694387156121597}"
1784,ADJACENT_TO,532,536,"{""confidence"": 0.3976169848645348}"
1785,ADJACENT_TO,532,537,"{""confidence"": 0.6203166743259803}"
1786,ADJACENT_TO,538,532,"{""confidence"": 0.646}"
1787,ADJACENT_TO,539,532,"{""confidence"": 0.6080000000000001}"
1788,ADJACENT_TO,533,536,"{""confidence"": 0.6186098692135711}"
1789,ADJACENT_TO,534,535,"{""confidence"": 0.48075480013370214}"
1790,ADJACENT_TO,534,537,"{""confidence"": 0.586080597390285}"
1791,ADJACENT_TO,538,534,"{""confidence"": 0.646}"
1792,ADJACENT_TO,539,534,"{""confidence"": 0.6080000000000001}"
1793,ADJACENT_TO,535,537,"{""confidence"": 0.7009118877293726}"
1794,ADJACENT_TO,538,535,"{""confidence"": 0.646}"
1795,ADJACENT_TO,539,535,"{""confidence"": 0.6080000000000001}"
1796,ADJACENT_TO,536,537,"{""confidence"": 0.47740889051595253}"
1797,ADJACENT_TO,538,536,"{""confidence"": 0.646}"
1798,ADJACENT_TO,539,536,"{""confidence"": 0.6080000000000001}"
1799,ADJACENT_TO,538,537,"{""confidence"": 0.646}"
1800,ADJACENT_TO,539,537,"{""confidence"": 0.6080000000000001}"
1801,CONTAINS,538,539,"{""confidence"": 0.6119999999999952}"
1802,ADJACENT_TO,540,541,"{""confidence"": 0.37193559405439003}"
1803,ADJACENT_TO,543,540,"{""confidence"": 0.646}"
1804,ADJACENT_TO,544,540,"{""confidence"": 0.6080000000000001}"
1805,ADJACENT_TO,543,541,"{""confidence"": 0.6449668562661917}"
1806,ADJACENT_TO,544,541,"{""confidence"": 0.4246276294270039}"
1807,ADJACENT_TO,543,542,"{""confidence"": 0.5000462420216224}"
1808,CONTAINS,543,544,"{""confidence"": 0.6119999999999776}"
1809,ADJACENT_TO,545,546,"{""confidence"": 0.7202938218390805}"
1810,ADJACENT_TO,548,545,"{""confidence"": 0.646}"
1811,ADJACENT_TO,549,545,"{""confidence"": 0.6080000000000001}"
1812,ADJACENT_TO,548,546,"{""confidence"": 0.646}"
1813,ADJACENT_TO,549,546,"{""confidence"": 0.6080000000000001}"
1814,ADJACENT_TO,548,547,"{""confidence"": 0.646}"
1815,ADJACENT_TO,549,547,"{""confidence"": 0.6080000000000001}"
1816,CONTAINS,548,549,"{""confidence"": 0.6119999999999913}"
1817,ADJACENT_TO,550,551,"{""confidence"": 0.5702900683421527}"
1818,ADJACENT_TO,553,550,"{""confidence"": 0.646}"
1819,ADJACENT_TO,554,550,"{""confidence"": 0.6080000000000001}"
1820,ADJACENT_TO,551,552,"{""confidence"": 0.6772331349206349}"
1821,ADJACENT_TO,553,551,"{""confidence"": 0.646}"
1822,ADJACENT_TO,554,551,"{""confidence"": 0.6080000000000001}"
1823,ADJACENT_TO,553,552,"{""confidence"": 0.646}"
1824,ADJACENT_TO,554,552,"{""confidence"": 0.6080000000000001}"
1825,CONTAINS,553,554,"{""confidence"": 0.6119999999999962}"
1826,ADJACENT_TO,557,555,"{""confidence"": 0.646}"
1827,ADJACENT_TO,558,555,"{""confidence"": 0.6080000000000001}"
1828,ADJACENT_TO,557,556,"{""confidence"": 0.646}"
1829,ADJACENT_TO,558,556,"{""confidence"": 0.6080000000000001}"
1830,CONTAINS,557,558,"{""confidence"": 0.6119999999999952}"
1831,ADJACENT_TO,559,560,"{""confidence"": 0.7076746031746031}"
1832,ADJACENT_TO,559,561,"{""confidence"": 0.5393511904761904}"
1833,ADJACENT_TO,562,559,"{""confidence"": 0.646}"
1834,ADJACENT_TO,563,559,"{""confidence"": 0.6080000000000001}"
1835,ADJACENT_TO,560,561,"{""confidence"": 0.5680019841269841}"
1836,ADJACENT_TO,562,560,"{""confidence"": 0.646}"
1837,ADJACENT_TO,563,560,"{""confidence"": 0.6080000000000001}"
1838,ADJACENT_TO,562,561,"{""confidence"": 0.646}"
1839,ADJACENT_TO,563,561,"{""confidence"": 0.6080000000000001}"
1840,CONTAINS,562,563,"{""confidence"": 0.6119999999999961}"
1841,ADJACENT_TO,564,565,"{""confidence"": 0.48049208283322625}"
1842,ADJACENT_TO,564,566,"{""confidence"": 0.7164475206103113}"
1843,ADJACENT_TO,564,567,"{""confidence"": 0.7164546028544307}"
1844,ADJACENT_TO,569,564,"{""confidence"": 0.646}"
1845,ADJACENT_TO,570,564,"{""confidence"": 0.6080000000000001}"
1846,ADJACENT_TO,565,566,"{""confidence"": 0.3226188020783826}"
1847,ADJACENT_TO,565,567,"{""confidence"": 0.5645801609851242}"
1848,ADJACENT_TO,565,568,"{""confidence"": 0.6221043367809839}"
1849,ADJACENT_TO,569,565,"{""confidence"": 0.646}"
1850,ADJACENT_TO,570,565,"{""confidence"": 0.6080000000000001}"
1851,ADJACENT_TO,566,567,"{""confidence"": 0.5006019665802831}"
1852,ADJACENT_TO,566,568,"{""confidence"": 0.5581261423761428}"
1853,ADJACENT_TO,569,566,"{""confidence"": 0.646}"
1854,ADJACENT_TO,570,566,"{""confidence"": 0.6080000000000001}"
1855,ADJACENT_TO,569,567,"{""confidence"": 0.646}"
1856,ADJACENT_TO,570,567,"{""confidence"": 0.6080000000000001}"
1857,ADJACENT_TO,569,568,"{""confidence"": 0.646}"
1858,ADJACENT_TO,570,568,"{""confidence"": 0.6080000000000001}"
1859,CONTAINS,569,570,"{""confidence"": 0.6119999999999962}"
1860,ADJACENT_TO,571,573,"{""confidence"": 0.33176480789344137}"
1861,ADJACENT_TO,575,571,"{""confidence"": 0.646}"
1862,ADJACENT_TO,576,571,"{""confidence"": 0.6080000000000001}"
1863,ADJACENT_TO,572,574,"{""confidence"": 0.38127441578483234}"
1864,ADJACENT_TO,575,572,"{""confidence"": 0.646}"
1865,ADJACENT_TO,576,572,"{""confidence"": 0.6080000000000001}"
1866,ADJACENT_TO,575,573,"{""confidence"": 0.3807023247162232}"
1867,ADJACENT_TO,575,574,"{""confidence"": 0.564169303036945}"
1868,ADJACENT_TO,576,574,"{""confidence"": 0.3485828734465366}"
1869,CONTAINS,575,576,"{""confidence"": 0.6119999999999961}"
1870,ADJACENT_TO,581,582,"{""confidence"": 0.702526942849638}"
1871,ADJACENT_TO,584,581,"{""confidence"": 0.646}"
1872,ADJACENT_TO,585,581,"{""confidence"": 0.6080000000000001}"
1873,ADJACENT_TO,584,582,"{""confidence"": 0.646}"
1874,ADJACENT_TO,585,582,"{""confidence"": 0.5587077042888741}"
1875,ADJACENT_TO,584,583,"{""confidence"": 0.5832039739914652}"
1876,ADJACENT_TO,585,583,"{""confidence"": 0.41209785787432013}"
1877,CONTAINS,584,585,"{""confidence"": 0.611999999999985}"
1878,ADJACENT_TO,586,588,"{""confidence"": 0.5184127906976743}"
1879,ADJACENT_TO,586,589,"{""confidence"": 0.4848313953488373}"
1880,ADJACENT_TO,586,590,"{""confidence"": 0.507918604651163}"
1881,ADJACENT_TO,586,591,"{""confidence"": 0.5058197674418607}"
1882,ADJACENT_TO,586,592,"{""confidence"": 0.5415}"
1883,ADJACENT_TO,594,586,"{""confidence"": 0.35222492732558114}"
1884,ADJACENT_TO,587,588,"{""confidence"": 0.5184127906976743}"
1885,ADJACENT_TO,587,589,"{""confidence"": 0.4848313953488373}"
1886,ADJACENT_TO,587,590,"{""confidence"": 0.6674302325581396}"
1887,ADJACENT_TO,587,591,"{""confidence"": 0.5058197674418607}"
1888,ADJACENT_TO,587,592,"{""confidence"": 0.5415}"
1889,ADJACENT_TO,594,587,"{""confidence"": 0.646}"
1890,ADJACENT_TO,595,587,"{""confidence"": 0.6080000000000001}"
1891,ADJACENT_TO,588,590,"{""confidence"": 0.6716279069767441}"
1892,ADJACENT_TO,588,593,"{""confidence"": 0.5729825581395347}"
1893,ADJACENT_TO,594,588,"{""confidence"": 0.646}"
1894,ADJACENT_TO,595,588,"{""confidence"": 0.6080000000000001}"
1895,ADJACENT_TO,589,590,"{""confidence"": 0.43026162790697653}"
1896,ADJACENT_TO,589,593,"{""confidence"": 0.5394011627906977}"
1897,ADJACENT_TO,594,589,"{""confidence"": 0.646}"
1898,ADJACENT_TO,595,589,"{""confidence"": 0.6080000000000001}"
1899,ADJACENT_TO,590,593,"{""confidence"": 0.5624883720930234}"
1900,ADJACENT_TO,594,590,"{""confidence"": 0.646}"
1901,ADJACENT_TO,595,590,"{""confidence"": 0.6080000000000001}"
1902,ADJACENT_TO,591,593,"{""confidence"": 0.5603895348837211}"
1903,ADJACENT_TO,594,591,"{""confidence"": 0.646}"
1904,ADJACENT_TO,595,591,"{""confidence"": 0.6080000000000001}"
1905,ADJACENT_TO,592,593,"{""confidence"": 0.5960697674418605}"
1906,ADJACENT_TO,594,592,"{""confidence"": 0.4029284156976742}"
1907,ADJACENT_TO,594,593,"{""confidence"": 0.4965890261627907}"
1908,ADJACENT_TO,595,593,"{""confidence"": 0.3305779069767443}"
1909,CONTAINS,594,595,"{""confidence"": 0.6119999999999962}"
1910,ADJACENT_TO,596,597,"{""confidence"": 0.6868900137527275}"
1911,ADJACENT_TO,599,596,"{""confidence"": 0.646}"
1912,ADJACENT_TO,600,596,"{""confidence"": 0.6080000000000001}"
1913,ADJACENT_TO,597,598,"{""confidence"": 0.3699902727722683}"
1914,ADJACENT_TO,599,597,"{""confidence"": 0.646}"
1915,ADJACENT_TO,600,597,"{""confidence"": 0.6080000000000001}"
1916,ADJACENT_TO,599,598,"{""confidence"": 0.646}"
1917,ADJACENT_TO,600,598,"{""confidence"": 0.6080000000000001}"
1918,CONTAINS,599,600,"{""confidence"": 0.611999999999979}"
1919,ADJACENT_TO,601,602,"{""confidence"": 0.6430711419236381}"
1920,ADJACENT_TO,603,601,"{""confidence"": 0.646}"
1921,ADJACENT_TO,604,601,"{""confidence"": 0.6080000000000001}"
1922,ADJACENT_TO,603,602,"{""confidence"": 0.646}"
1923,ADJACENT_TO,604,602,"{""confidence"": 0.6080000000000001}"
1924,CONTAINS,603,604,"{""confidence"": 0.6119999999999775}"
1925,ADJACENT_TO,605,606,"{""confidence"": 0.514877906976744}"
1926,ADJACENT_TO,608,605,"{""confidence"": 0.646}"
1927,ADJACENT_TO,609,605,"{""confidence"": 0.6080000000000001}"
1928,ADJACENT_TO,608,606,"{""confidence"": 0.646}"
1929,ADJACENT_TO,609,606,"{""confidence"": 0.6080000000000001}"
1930,ADJACENT_TO,608,607,"{""confidence"": 0.646}"
1931,ADJACENT_TO,609,607,"{""confidence"": 0.6080000000000001}"
1932,CONTAINS,608,609,"{""confidence"": 0.6119999999999954}"
1933,ADJACENT_TO,610,611,"{""confidence"": 0.3587352320675107}"
1934,ADJACENT_TO,614,611,"{""confidence"": 0.646}"
1935,ADJACENT_TO,615,611,"{""confidence"": 0.6080000000000001}"
1936,ADJACENT_TO,612,613,"{""confidence"": 0.6468417721518988}"
1937,ADJACENT_TO,614,612,"{""confidence"": 0.5450535337552741}"
1938,ADJACENT_TO,615,612,"{""confidence"": 0.37619156118143443}"
1939,CONTAINS,614,615,"{""confidence"": 0.6119999999999954}"
1940,ADJACENT_TO,616,618,"{""confidence"": 0.5863449777983352}"
1941,ADJACENT_TO,616,620,"{""confidence"": 0.3104029511244383}"
1942,ADJACENT_TO,622,616,"{""confidence"": 0.646}"
1943,ADJACENT_TO,623,616,"{""confidence"": 0.6080000000000001}"
1944,ADJACENT_TO,617,618,"{""confidence"": 0.3563676978411531}"
1945,ADJACENT_TO,617,619,"{""confidence"": 0.5838082637509875}"
1946,ADJACENT_TO,617,621,"{""confidence"": 0.5291073681524193}"
1947,ADJACENT_TO,622,617,"{""confidence"": 0.45116582588921156}"
1948,ADJACENT_TO,618,619,"{""confidence"": 0.508954406616105}"
1949,ADJACENT_TO,618,620,"{""confidence"": 0.3333357417996508}"
1950,ADJACENT_TO,622,618,"{""confidence"": 0.38419132213694834}"
1951,ADJACENT_TO,619,621,"{""confidence"": 0.45137451651234933}"
1952,ADJACENT_TO,622,619,"{""confidence"": 0.646}"
1953,ADJACENT_TO,623,619,"{""confidence"": 0.6080000000000001}"
1954,ADJACENT_TO,620,621,"{""confidence"": 0.506075412110917}"
1955,ADJACENT_TO,622,620,"{""confidence"": 0.646}"
1956,ADJACENT_TO,623,620,"{""confidence"": 0.6080000000000001}"
1957,CONTAINS,622,623,"{""confidence"": 0.6119999999999776}"
1958,ADJACENT_TO,628,625,"{""confidence"": 0.646}"
1959,ADJACENT_TO,629,625,"{""confidence"": 0.6080000000000001}"
1960,ADJACENT_TO,628,626,"{""confidence"": 0.646}"
1961,ADJACENT_TO,629,626,"{""confidence"": 0.6080000000000001}"
1962,CONTAINS,628,629,"{""confidence"": 0.6119999999999776}"
1963,ADJACENT_TO,630,631,"{""confidence"": 0.3851576428930305}"
1964,ADJACENT_TO,634,630,"{""confidence"": 0.5675574004513879}"
1965,ADJACENT_TO,635,630,"{""confidence"": 0.35177167101307094}"
1966,ADJACENT_TO,631,632,"{""confidence"": 0.3909156319034059}"
1967,ADJACENT_TO,631,633,"{""confidence"": 0.4139475879449081}"
1968,ADJACENT_TO,634,631,"{""confidence"": 0.3692098316466091}"
1969,ADJACENT_TO,634,632,"{""confidence"": 0.646}"
1970,ADJACENT_TO,635,632,"{""confidence"": 0.6080000000000001}"
1971,CONTAINS,634,635,"{""confidence"": 0.6119999999999776}"
1972,ADJACENT_TO,638,636,"{""confidence"": 0.646}"
1973,ADJACENT_TO,639,636,"{""confidence"": 0.6080000000000001}"
1974,ADJACENT_TO,638,637,"{""confidence"": 0.646}"
1975,ADJACENT_TO,639,637,"{""confidence"": 0.46238567042291695}"
1976,CONTAINS,638,639,"{""confidence"": 0.6119999999999776}"
1977,ADJACENT_TO,640,641,"{""confidence"": 0.3825179398148148}"
1978,ADJACENT_TO,640,642,"{""confidence"": 0.5098616687863373}"
1979,ADJACENT_TO,640,643,"{""confidence"": 0.6574361600654072}"
1980,ADJACENT_TO,644,640,"{""confidence"": 0.646}"
1981,ADJACENT_TO,645,640,"{""confidence"": 0.6080000000000001}"
1982,ADJACENT_TO,641,642,"{""confidence"": 0.6485923183812448}"
1983,ADJACENT_TO,641,643,"{""confidence"": 0.6354594032622739}"
1984,ADJACENT_TO,644,641,"{""confidence"": 0.646}"
1985,ADJACENT_TO,645,641,"{""confidence"": 0.6080000000000001}"
1986,ADJACENT_TO,642,643,"{""confidence"": 0.4774089450096894}"
1987,ADJACENT_TO,644,642,"{""confidence"": 0.646}"
1988,ADJACENT_TO,645,642,"{""confidence"": 0.6080000000000001}"
1989,ADJACENT_TO,644,643,"{""confidence"": 0.646}"
1990,ADJACENT_TO,645,643,"{""confidence"": 0.6080000000000001}"
1991,CONTAINS,644,645,"{""confidence"": 0.6119999999999952}"
1992,ADJACENT_TO,646,647,"{""confidence"": 0.6631183036852035}"
1993,ADJACENT_TO,648,646,"{""confidence"": 0.35800168204291727}"
1994,ADJACENT_TO,648,647,"{""confidence"": 0.32013532799836997}"
1995,CONTAINS,648,649,"{""confidence"": 0.6119999999999776}"
1996,ADJACENT_TO,650,651,"{""confidence"": 0.5970245875197684}"
1997,ADJACENT_TO,652,650,"{""confidence"": 0.646}"
1998,ADJACENT_TO,653,650,"{""confidence"": 0.6080000000000001}"
1999,ADJACENT_TO,652,651,"{""confidence"": 0.646}"
2000,ADJACENT_TO,653,651,"{""confidence"": 0.6080000000000001}"
2001,CONTAINS,652,653,"{""confidence"": 0.6119999999999776}"
2002,ADJACENT_TO,654,655,"{""confidence"": 0.6212351923184277}"
2003,ADJACENT_TO,657,654,"{""confidence"": 0.646}"
2004,ADJACENT_TO,658,654,"{""confidence"": 0.6080000000000001}"
2005,ADJACENT_TO,655,656,"{""confidence"": 0.4542535110175369}"
2006,ADJACENT_TO,657,655,"{""confidence"": 0.646}"
2007,ADJACENT_TO,658,655,"{""confidence"": 0.6080000000000001}"
2008,ADJACENT_TO,657,656,"{""confidence"": 0.646}"
2009,ADJACENT_TO,658,656,"{""confidence"": 0.45713276816783743}"
2010,CONTAINS,657,658,"{""confidence"": 0.6119999999999776}"
2011,ADJACENT_TO,660,661,"{""confidence"": 0.39018574597251354}"
2012,ADJACENT_TO,662,660,"{""confidence"": 0.646}"
2013,ADJACENT_TO,663,660,"{""confidence"": 0.6080000000000001}"
2014,ADJACENT_TO,662,661,"{""confidence"": 0.646}"
2015,ADJACENT_TO,663,661,"{""confidence"": 0.6080000000000001}"
2016,CONTAINS,662,663,"{""confidence"": 0.6119999999999776}"
2017,ADJACENT_TO,664,666,"{""confidence"": 0.45670280485030884}"
2018,ADJACENT_TO,664,667,"{""confidence"": 0.5356603034067645}"
2019,ADJACENT_TO,665,666,"{""confidence"": 0.5198688036954732}"
2020,ADJACENT_TO,665,667,"{""confidence"": 0.6525174012703191}"
2021,ADJACENT_TO,666,667,"{""confidence"": 0.7188417000577416}"
2022,ADJACENT_TO,668,666,"{""confidence"": 0.646}"
2023,ADJACENT_TO,669,666,"{""confidence"": 0.6080000000000001}"
2024,ADJACENT_TO,668,667,"{""confidence"": 0.646}"
2025,ADJACENT_TO,669,667,"{""confidence"": 0.6080000000000001}"
2026,CONTAINS,668,669,"{""confidence"": 0.611999999999977}"
2027,ADJACENT_TO,670,671,"{""confidence"": 0.35148158914728667}"
2028,ADJACENT_TO,670,673,"{""confidence"": 0.6644660852713178}"
2029,ADJACENT_TO,670,674,"{""confidence"": 0.49876841085271295}"
2030,ADJACENT_TO,670,675,"{""confidence"": 0.4090155038759686}"
2031,ADJACENT_TO,670,676,"{""confidence"": 0.3215639534883718}"
2032,ADJACENT_TO,671,672,"{""confidence"": 0.7127945736434111}"
2033,ADJACENT_TO,671,674,"{""confidence"": 0.6184389534883722}"
2034,ADJACENT_TO,671,675,"{""confidence"": 0.5286860465116278}"
2035,ADJACENT_TO,671,676,"{""confidence"": 0.44123449612403093}"
2036,ADJACENT_TO,677,671,"{""confidence"": 0.646}"
2037,ADJACENT_TO,678,671,"{""confidence"": 0.6080000000000001}"
2038,ADJACENT_TO,672,673,"{""confidence"": 0.7173972868217051}"
2039,ADJACENT_TO,672,674,"{""confidence"": 0.6253430232558138}"
2040,ADJACENT_TO,672,675,"{""confidence"": 0.5355901162790693}"
2041,ADJACENT_TO,672,676,"{""confidence"": 0.4481385658914726}"
2042,ADJACENT_TO,677,672,"{""confidence"": 0.646}"
2043,ADJACENT_TO,678,672,"{""confidence"": 0.6080000000000001}"
2044,ADJACENT_TO,673,674,"{""confidence"": 0.7104932170542635}"
2045,ADJACENT_TO,673,676,"{""confidence"": 0.6713701550387595}"
2046,ADJACENT_TO,677,673,"{""confidence"": 0.646}"
2047,ADJACENT_TO,678,673,"{""confidence"": 0.6080000000000001}"
2048,ADJACENT_TO,674,675,"{""confidence"": 0.7104932170542626}"
2049,ADJACENT_TO,674,676,"{""confidence"": 0.7196986434108523}"
2050,ADJACENT_TO,677,674,"{""confidence"": 0.646}"
2051,ADJACENT_TO,678,674,"{""confidence"": 0.6080000000000001}"
2052,ADJACENT_TO,675,676,"{""confidence"": 0.7104932170542635}"
2053,ADJACENT_TO,677,675,"{""confidence"": 0.646}"
2054,ADJACENT_TO,678,675,"{""confidence"": 0.6080000000000001}"
2055,ADJACENT_TO,677,676,"{""confidence"": 0.516802117940198}"
2056,ADJACENT_TO,678,676,"{""confidence"": 0.34960199335548064}"
2057,CONTAINS,677,678,"{""confidence"": 0.6119999999999954}"
2058,ADJACENT_TO,683,681,"{""confidence"": 0.5006464178048482}"
2059,ADJACENT_TO,683,682,"{""confidence"": 0.487801502707026}"
2060,CONTAINS,683,684,"{""confidence"": 0.6119999999999961}"
2061,ADJACENT_TO,685,686,"{""confidence"": 0.499621722846442}"
2062,ADJACENT_TO,687,685,"{""confidence"": 0.646}"
2063,ADJACENT_TO,688,685,"{""confidence"": 0.6080000000000001}"
2064,ADJACENT_TO,687,686,"{""confidence"": 0.646}"
2065,ADJACENT_TO,688,686,"{""confidence"": 0.6080000000000001}"
2066,CONTAINS,687,688,"{""confidence"": 0.6119999999999954}"
2067,ADJACENT_TO,689,691,"{""confidence"": 0.41193055555555586}"
2068,ADJACENT_TO,689,692,"{""confidence"": 0.7022083333333334}"
2069,ADJACENT_TO,693,689,"{""confidence"": 0.646}"
2070,ADJACENT_TO,694,689,"{""confidence"": 0.6080000000000001}"
2071,ADJACENT_TO,690,691,"{""confidence"": 0.5966527777777775}"
2072,ADJACENT_TO,693,690,"{""confidence"": 0.48129774305555495}"
2073,ADJACENT_TO,693,691,"{""confidence"": 0.646}"
2074,ADJACENT_TO,694,691,"{""confidence"": 0.6080000000000001}"
2075,ADJACENT_TO,693,692,"{""confidence"": 0.646}"
2076,ADJACENT_TO,694,692,"{""confidence"": 0.5007916666666663}"
2077,CONTAINS,693,694,"{""confidence"": 0.6119999999999913}"
2078,ADJACENT_TO,697,695,"{""confidence"": 0.646}"
2079,ADJACENT_TO,698,695,"{""confidence"": 0.6080000000000001}"
2080,ADJACENT_TO,697,696,"{""confidence"": 0.646}"
2081,ADJACENT_TO,698,696,"{""confidence"": 0.6080000000000001}"
2082,CONTAINS,697,698,"{""confidence"": 0.6119999999999776}"
2083,ADJACENT_TO,704,702,"{""confidence"": 0.646}"
2084,ADJACENT_TO,705,702,"{""confidence"": 0.6080000000000001}"
2085,ADJACENT_TO,704,703,"{""confidence"": 0.646}"
2086,ADJACENT_TO,705,703,"{""confidence"": 0.6080000000000001}"
2087,CONTAINS,704,705,"{""confidence"": 0.6119999999999952}"
2088,ADJACENT_TO,708,706,"{""confidence"": 0.6422143669099584}"
2089,ADJACENT_TO,709,706,"{""confidence"": 0.42203705120937257}"
2090,ADJACENT_TO,708,707,"{""confidence"": 0.5383347638534581}"
2091,ADJACENT_TO,709,707,"{""confidence"": 0.3242680130385486}"
2092,CONTAINS,708,709,"{""confidence"": 0.6119999999999685}"
2093,ADJACENT_TO,710,711,"{""confidence"": 0.43014676616915426}"
2094,ADJACENT_TO,713,710,"{""confidence"": 0.646}"
2095,ADJACENT_TO,714,710,"{""confidence"": 0.6080000000000001}"
2096,ADJACENT_TO,713,711,"{""confidence"": 0.646}"
2097,ADJACENT_TO,714,711,"{""confidence"": 0.6080000000000001}"
2098,ADJACENT_TO,713,712,"{""confidence"": 0.646}"
2099,ADJACENT_TO,714,712,"{""confidence"": 0.6080000000000001}"
2100,CONTAINS,713,714,"{""confidence"": 0.6119999999999685}"
2101,ADJACENT_TO,715,716,"{""confidence"": 0.6766664657424152}"
2102,ADJACENT_TO,717,715,"{""confidence"": 0.646}"
2103,ADJACENT_TO,718,715,"{""confidence"": 0.6080000000000001}"
2104,ADJACENT_TO,717,716,"{""confidence"": 0.646}"
2105,ADJACENT_TO,718,716,"{""confidence"": 0.6080000000000001}"
2106,CONTAINS,717,718,"{""confidence"": 0.6119999999999962}"
2107,ADJACENT_TO,720,721,"{""confidence"": 0.6960063364055299}"
2108,ADJACENT_TO,723,720,"{""confidence"": 0.646}"
2109,ADJACENT_TO,724,720,"{""confidence"": 0.6080000000000001}"
2110,ADJACENT_TO,723,721,"{""confidence"": 0.646}"
2111,ADJACENT_TO,724,721,"{""confidence"": 0.6080000000000001}"
2112,ADJACENT_TO,723,722,"{""confidence"": 0.646}"
2113,ADJACENT_TO,724,722,"{""confidence"": 0.6080000000000001}"
2114,CONTAINS,723,724,"{""confidence"": 0.6119999999999962}"
2115,ADJACENT_TO,726,727,"{""confidence"": 0.6908578329882679}"
2116,ADJACENT_TO,731,726,"{""confidence"": 0.646}"
2117,ADJACENT_TO,732,726,"{""confidence"": 0.6080000000000001}"
2118,ADJACENT_TO,727,728,"{""confidence"": 0.6545253048079132}"
2119,ADJACENT_TO,731,727,"{""confidence"": 0.646}"
2120,ADJACENT_TO,732,727,"{""confidence"": 0.6080000000000001}"
2121,ADJACENT_TO,728,729,"{""confidence"": 0.6934530135725787}"
2122,ADJACENT_TO,731,728,"{""confidence"": 0.646}"
2123,ADJACENT_TO,732,728,"{""confidence"": 0.6080000000000001}"
2124,ADJACENT_TO,729,730,"{""confidence"": 0.6986433747412008}"
2125,ADJACENT_TO,731,729,"{""confidence"": 0.646}"
2126,ADJACENT_TO,732,729,"{""confidence"": 0.6080000000000001}"
2127,ADJACENT_TO,731,730,"{""confidence"": 0.646}"
2128,ADJACENT_TO,732,730,"{""confidence"": 0.6080000000000001}"
2129,CONTAINS,731,732,"{""confidence"": 0.611999999999985}"
2130,ADJACENT_TO,735,733,"{""confidence"": 0.5174030032467533}"
2131,ADJACENT_TO,736,733,"{""confidence"": 0.3501675324675325}"
2132,ADJACENT_TO,735,734,"{""confidence"": 0.532696563852814}"
2133,ADJACENT_TO,736,734,"{""confidence"": 0.3645614718614725}"
2134,CONTAINS,735,736,"{""confidence"": 0.611999999999985}"
2135,ADJACENT_TO,740,737,"{""confidence"": 0.646}"
2136,ADJACENT_TO,741,737,"{""confidence"": 0.6080000000000001}"
2137,ADJACENT_TO,738,739,"{""confidence"": 0.4401889149102262}"
2138,ADJACENT_TO,740,738,"{""confidence"": 0.646}"
2139,ADJACENT_TO,741,738,"{""confidence"": 0.6080000000000001}"
2140,ADJACENT_TO,740,739,"{""confidence"": 0.646}"
2141,ADJACENT_TO,741,739,"{""confidence"": 0.6080000000000001}"
2142,CONTAINS,740,741,"{""confidence"": 0.611999999999985}"
2143,ADJACENT_TO,744,745,"{""confidence"": 0.45616789396170904}"
2144,ADJACENT_TO,747,744,"{""confidence"": 0.646}"
2145,ADJACENT_TO,748,744,"{""confidence"": 0.6080000000000001}"
2146,ADJACENT_TO,747,745,"{""confidence"": 0.646}"
2147,ADJACENT_TO,748,745,"{""confidence"": 0.6080000000000001}"
2148,ADJACENT_TO,747,746,"{""confidence"": 0.646}"
2149,ADJACENT_TO,748,746,"{""confidence"": 0.6080000000000001}"
2150,CONTAINS,747,748,"{""confidence"": 0.611999999999985}"
2151,ADJACENT_TO,749,751,"{""confidence"": 0.6339340359094456}"
2152,ADJACENT_TO,752,749,"{""confidence"": 0.646}"
2153,ADJACENT_TO,753,749,"{""confidence"": 0.6080000000000001}"
2154,ADJACENT_TO,750,751,"{""confidence"": 0.5634812646370029}"
2155,ADJACENT_TO,752,750,"{""confidence"": 0.646}"
2156,ADJACENT_TO,753,750,"{""confidence"": 0.6080000000000001}"
2157,ADJACENT_TO,752,751,"{""confidence"": 0.646}"
2158,ADJACENT_TO,753,751,"{""confidence"": 0.6080000000000001}"
2159,CONTAINS,752,753,"{""confidence"": 0.611999999999985}"
2160,ADJACENT_TO,754,755,"{""confidence"": 0.46822227478187695}"
2161,ADJACENT_TO,758,754,"{""confidence"": 0.646}"
